0.000000,-3.524216,-3.522284,-3.523645,-3.537257,-3.524622,-3.524863,-3.525251,-3.524945,-4.000357,-3.979937,-4.001090,-3.985552,-4.002259,-3.984285,-4.004829,-3.978352,-0.003725,0.048429,0.149012,-0.115484,-0.059605
0.002000,-3.524167,-3.522227,-3.523563,-3.537175,-3.524570,-3.524814,-3.525163,-3.524884,-4.000198,-3.979819,-4.000983,-3.985424,-4.002152,-3.984183,-4.004736,-3.978213,-0.003725,0.048429,0.149012,-0.115484,-0.059605
0.004000,-3.524041,-3.522107,-3.523448,-3.537067,-3.524467,-3.524701,-3.525058,-3.524773,-4.000065,-3.979665,-4.000783,-3.985285,-4.001962,-3.983998,-4.004577,-3.978065,-0.003725,0.048429,0.149012,-0.115484,-0.059605
0.006000,-3.523972,-3.522048,-3.523381,-3.536995,-3.524385,-3.524624,-3.525004,-3.524704,-4.000008,-3.979624,-4.000752,-3.985219,-4.001947,-3.983936,-4.004541,-3.978008,-0.003725,0.048429,0.149012,-0.115484,-0.059605
0.008000,-3.523954,-3.522032,-3.523355,-3.536979,-3.524383,-3.524619,-3.524999,-3.524704,-4.000039,-3.979660,-4.000772,-3.985239,-4.001988,-3.983988,-4.004588,-3.978065,-0.003725,0.048429,0.149012,-0.115484,-0.059605
0.010000,-3.524018,-3.522109,-3.523427,-3.537039,-3.524439,-3.524675,-3.525076,-3.524753,-4.000131,-3.979793,-4.000875,-3.985378,-4.002085,-3.984131,-4.004716,-3.978188,-0.063330,-0.186265,-0.029802,0.108033,-0.055879
0.012000,-3.524159,-3.522230,-3.523535,-3.537172,-3.524565,-3.524786,-3.525199,-3.524860,-4.000285,-3.979921,-4.001054,-3.985496,-4.002259,-3.984290,-4.004890,-3.978357,-0.063330,-0.186265,-0.029802,0.108033,-0.055879
0.014000,-3.524239,-3.522325,-3.523622,-3.537247,-3.524663,-3.524878,-3.525277,-3.524953,-4.000357,-3.979967,-4.001126,-3.985583,-4.002326,-3.984357,-4.004952,-3.978434,-0.063330,-0.186265,-0.029802,0.108033,-0.055879
0.016000,-3.524262,-3.522338,-3.523640,-3.537257,-3.524665,-3.524894,-3.525277,-3.524961,-4.000326,-3.979926,-4.001090,-3.985567,-4.002295,-3.984326,-4.004900,-3.978403,-0.063330,-0.186265,-0.029802,0.108033,-0.055879
0.018000,-3.524195,-3.522240,-3.523581,-3.537200,-3.524573,-3.524824,-3.525197,-3.524912,-4.000229,-3.979783,-4.000931,-3.985465,-4.002198,-3.984157,-4.004726,-3.978244,-0.063330,-0.186265,-0.029802,0.108033,-0.055879
0.020000,-3.524051,-3.522122,-3.523466,-3.537059,-3.524429,-3.524696,-3.525053,-3.524788,-4.000049,-3.979629,-4.000747,-3.985306,-4.002003,-3.983962,-4.004552,-3.978060,0.059605,0.018626,-0.257045,0.122935,-0.048429
0.022000,-3.523928,-3.522004,-3.523340,-3.536959,-3.524329,-3.524586,-3.524948,-3.524686,-3.999941,-3.979531,-4.000624,-3.985219,-4.001885,-3.983875,-4.004423,-3.977962,0.059605,0.018626,-0.257045,0.122935,-0.048429
0.024000,-3.523869,-3.521955,-3.523283,-3.536897,-3.524262,-3.524524,-3.524896,-3.524634,-3.999947,-3.979511,-4.000613,-3.985198,-4.001849,-3.983865,-4.004413,-3.977921,0.059605,0.018626,-0.257045,0.122935,-0.048429
0.026000,-3.523861,-3.521937,-3.523255,-3.536895,-3.524262,-3.524516,-3.524896,-3.524616,-3.999967,-3.979557,-4.000701,-3.985224,-4.001890,-3.983911,-4.004485,-3.977988,0.059605,0.018626,-0.257045,0.122935,-0.048429
0.028000,-3.523913,-3.521994,-3.523319,-3.536941,-3.524298,-3.524583,-3.524971,-3.524665,-4.000070,-3.979665,-4.000859,-3.985331,-4.001998,-3.984054,-4.004582,-3.978131,0.059605,0.018626,-0.257045,0.122935,-0.048429
0.030000,-3.524018,-3.522071,-3.523412,-3.537028,-3.524383,-3.524670,-3.525050,-3.524737,-4.000218,-3.979783,-4.000988,-3.985424,-4.002116,-3.984147,-4.004716,-3.978234,0.141561,-0.074506,-0.383705,-0.011176,-0.428408
0.032000,-3.524116,-3.522171,-3.523538,-3.537113,-3.524491,-3.524768,-3.525138,-3.524853,-4.000249,-3.979860,-4.001049,-3.985480,-4.002188,-3.984162,-4.004813,-3.978316,0.141561,-0.074506,-0.383705,-0.011176,-0.428408
0.034000,-3.524182,-3.522251,-3.523630,-3.537190,-3.524562,-3.524837,-3.525205,-3.524922,-4.000265,-3.979875,-4.001029,-3.985465,-4.002203,-3.984162,-4.004813,-3.978316,0.141561,-0.074506,-0.383705,-0.011176,-0.428408
0.036000,-3.524203,-3.522271,-3.523625,-3.537221,-3.524601,-3.524850,-3.525199,-3.524955,-4.000229,-3.979778,-4.000983,-3.985424,-4.002147,-3.984101,-4.004747,-3.978239,0.141561,-0.074506,-0.383705,-0.011176,-0.428408
0.038000,-3.524144,-3.522235,-3.523566,-3.537167,-3.524534,-3.524806,-3.525158,-3.524919,-4.000136,-3.979706,-4.000900,-3.985337,-4.002075,-3.984054,-4.004634,-3.978142,0.141561,-0.074506,-0.383705,-0.011176,-0.428408
0.040000,-3.524085,-3.522171,-3.523502,-3.537116,-3.524483,-3.524740,-3.525097,-3.524835,-4.000070,-3.979654,-4.000859,-3.985326,-4.002023,-3.984034,-4.004588,-3.978090,-0.059605,0.033528,-0.081956,0.379980,-0.178814
