0.000000, -3.519523
0.001000, -3.519574
0.002000, -3.519636
0.003000, -3.519687
0.004000, -3.519720
0.005000, -3.519731
0.006000, -3.519723
0.007000, -3.519708
0.008000, -3.519679
0.009000, -3.519638
0.010000, -3.519584
0.011000, -3.519515
0.012000, -3.519451
0.013000, -3.519404
0.014000, -3.519369
0.015000, -3.519366
0.016000, -3.519371
0.017000, -3.519404
0.018000, -3.519430
0.019000, -3.519458
0.020000, -3.519523
0.021000, -3.519574
0.022000, -3.519633
0.023000, -3.519643
0.024000, -3.519648
0.025000, -3.519623
0.026000, -3.519592
0.027000, -3.519546
0.028000, -3.519479
0.029000, -3.519443
0.030000, -3.519404
0.031000, -3.519397
0.032000, -3.519420
0.033000, -3.519451
0.034000, -3.519492
0.035000, -3.519579
0.036000, -3.519669
0.037000, -3.519718
0.038000, -3.519767
0.039000, -3.519782
0.040000, -3.519782
0.041000, -3.519767
0.042000, -3.519749
0.043000, -3.519697
0.044000, -3.519641
0.045000, -3.519613
0.046000, -3.519577
0.047000, -3.519561
0.048000, -3.519574
0.049000, -3.519592
0.050000, -3.519648
0.051000, -3.519723
0.052000, -3.519787
0.053000, -3.519857
0.054000, -3.519918
0.055000, -3.519959
0.056000, -3.519967
0.057000, -3.519939
0.058000, -3.519869
0.059000, -3.519785
0.060000, -3.519726
0.061000, -3.519646
0.062000, -3.519569
0.063000, -3.519520
0.064000, -3.519471
0.065000, -3.519458
0.066000, -3.519471
0.067000, -3.519499
0.068000, -3.519546
0.069000, -3.519605
0.070000, -3.519666
0.071000, -3.519700
0.072000, -3.519723
0.073000, -3.519744
0.074000, -3.519738
0.075000, -3.519728
0.076000, -3.519690
0.077000, -3.519646
0.078000, -3.519574
0.079000, -3.519517
0.080000, -3.519492
0.081000, -3.519482
0.082000, -3.519492
0.083000, -3.519510
0.084000, -3.519548
0.085000, -3.519592
0.086000, -3.519638
0.087000, -3.519674
0.088000, -3.519718
0.089000, -3.519736
0.090000, -3.519728
0.091000, -3.519710
0.092000, -3.519677
0.093000, -3.519605
0.094000, -3.519559
0.095000, -3.519502
0.096000, -3.519466
0.097000, -3.519440
0.098000, -3.519458
0.099000, -3.519469
0.100000, -3.519512
0.101000, -3.519605
0.102000, -3.519679
0.103000, -3.519738
0.104000, -3.519795
0.105000, -3.519851
0.106000, -3.519846
0.107000, -3.519849
0.108000, -3.519826
0.109000, -3.519754
0.110000, -3.519666
0.111000, -3.519595
0.112000, -3.519548
0.113000, -3.519500
0.114000, -3.519469
0.115000, -3.519476
0.116000, -3.519479
0.117000, -3.519520
0.118000, -3.519600
0.119000, -3.519664
0.120000, -3.519715
0.121000, -3.519767
0.122000, -3.519808
0.123000, -3.519821
0.124000, -3.519810
0.125000, -3.519790
0.126000, -3.519738
0.127000, -3.519682
0.128000, -3.519613
0.129000, -3.519543
0.130000, -3.519502
0.131000, -3.519471
0.132000, -3.519489
0.133000, -3.519515
0.134000, -3.519571
0.135000, -3.519618
0.136000, -3.519684
0.137000, -3.519756
0.138000, -3.519803
0.139000, -3.519841
0.140000, -3.519823
0.141000, -3.519808
0.142000, -3.519756
0.143000, -3.519702
0.144000, -3.519648
0.145000, -3.519587
0.146000, -3.519512
0.147000, -3.519466
0.148000, -3.519448
0.149000, -3.519456
0.150000, -3.519487
0.151000, -3.519530
0.152000, -3.519602
0.153000, -3.519679
0.154000, -3.519751
0.155000, -3.519810
0.156000, -3.519851
0.157000, -3.519875
0.158000, -3.519869
0.159000, -3.519844
0.160000, -3.519790
0.161000, -3.519744
0.162000, -3.519702
0.163000, -3.519679
0.164000, -3.519646
0.165000, -3.519651
0.166000, -3.519661
0.167000, -3.519674
0.168000, -3.519710
0.169000, -3.519754
0.170000, -3.519797
0.171000, -3.519823
0.172000, -3.519849
0.173000, -3.519841
0.174000, -3.519805
0.175000, -3.519751
0.176000, -3.519684
0.177000, -3.519633
0.178000, -3.519559
0.179000, -3.519492
0.180000, -3.519428
0.181000, -3.519412
0.182000, -3.519448
0.183000, -3.519512
0.184000, -3.519589
0.185000, -3.519666
0.186000, -3.519738
0.187000, -3.519810
0.188000, -3.519867
0.189000, -3.519916
0.190000, -3.519898
0.191000, -3.519872
0.192000, -3.519818
0.193000, -3.519754
0.194000, -3.519690
0.195000, -3.519641
0.196000, -3.519600
0.197000, -3.519571
0.198000, -3.519571
0.199000, -3.519597
0.200000, -3.519641
0.201000, -3.519723
0.202000, -3.519808
0.203000, -3.519875
0.204000, -3.519898
0.205000, -3.519939
0.206000, -3.519952
0.207000, -3.519923
0.208000, -3.519887
0.209000, -3.519821
0.210000, -3.519733
0.211000, -3.519659
0.212000, -3.519610
0.213000, -3.519564
0.214000, -3.519548
0.215000, -3.519548
0.216000, -3.519571
0.217000, -3.519613
0.218000, -3.519672
0.219000, -3.519751
0.220000, -3.519810
0.221000, -3.519869
0.222000, -3.519905
0.223000, -3.519908
0.224000, -3.519882
0.225000, -3.519857
0.226000, -3.519808
0.227000, -3.519749
0.228000, -3.519669
0.229000, -3.519582
0.230000, -3.519541
0.231000, -3.519525
0.232000, -3.519546
0.233000, -3.519574
0.234000, -3.519633
0.235000, -3.519700
0.236000, -3.519761
0.237000, -3.519849
0.238000, -3.519887
0.239000, -3.519900
0.240000, -3.519887
0.241000, -3.519877
0.242000, -3.519844
0.243000, -3.519782
0.244000, -3.519723
0.245000, -3.519661
0.246000, -3.519636
0.247000, -3.519625
0.248000, -3.519638
0.249000, -3.519654
0.250000, -3.519708
0.251000, -3.519782
0.252000, -3.519846
0.253000, -3.519921
0.254000, -3.519967
0.255000, -3.520003
0.256000, -3.520005
0.257000, -3.520005
0.258000, -3.519980
0.259000, -3.519887
0.260000, -3.519795
0.261000, -3.519702
0.262000, -3.519625
0.263000, -3.519564
0.264000, -3.519520
0.265000, -3.519505
0.266000, -3.519505
0.267000, -3.519551
0.268000, -3.519607
0.269000, -3.519684
0.270000, -3.519751
0.271000, -3.519805
0.272000, -3.519867
0.273000, -3.519885
0.274000, -3.519893
0.275000, -3.519882
0.276000, -3.519839
0.277000, -3.519792
0.278000, -3.519744
0.279000, -3.519708
0.280000, -3.519674
0.281000, -3.519641
0.282000, -3.519646
0.283000, -3.519651
0.284000, -3.519702
0.285000, -3.519751
0.286000, -3.519831
0.287000, -3.519898
0.288000, -3.519946
0.289000, -3.519995
0.290000, -3.520006
0.291000, -3.520018
0.292000, -3.519982
0.293000, -3.519939
0.294000, -3.519857
0.295000, -3.519797
0.296000, -3.519751
0.297000, -3.519708
0.298000, -3.519682
0.299000, -3.519672
0.300000, -3.519687
0.301000, -3.519746
0.302000, -3.519813
0.303000, -3.519877
0.304000, -3.519923
0.305000, -3.519944
0.306000, -3.519975
0.307000, -3.519962
0.308000, -3.519939
0.309000, -3.519867
0.310000, -3.519800
0.311000, -3.519746
0.312000, -3.519677
0.313000, -3.519666
