-0.421153, 3.000000
-0.397366, 7.000000
-0.373579, 19.000000
-0.349792, 29.000000
-0.326006, 46.000000
-0.302219, 69.000000
-0.278432, 80.000000
-0.254645, 101.000000
-0.230859, 101.000000
-0.207072, 92.000000
-0.183285, 117.000000
-0.159499, 95.000000
-0.135712, 102.000000
-0.111925, 96.000000
-0.088138, 115.000000
-0.064352, 124.000000
-0.040565, 102.000000
-0.016778, 123.000000
0.007008, 87.000000
0.030795, 92.000000
0.054582, 81.000000
0.078369, 64.000000
0.102155, 45.000000
0.125942, 51.000000
0.149729, 39.000000
0.173516, 40.000000
0.197302, 36.000000
0.221089, 30.000000
0.244876, 46.000000
0.268662, 33.000000
0.292449, 35.000000
0.316236, 36.000000
0.340023, 26.000000
0.363809, 30.000000
0.387596, 27.000000
0.411383, 24.000000
0.435170, 21.000000
0.458956, 20.000000
0.482743, 28.000000
0.506530, 13.000000
0.530316, 14.000000
0.554103, 17.000000
0.577890, 12.000000
0.601677, 15.000000
0.625463, 12.000000
0.649250, 11.000000
0.673037, 10.000000
0.696823, 3.000000
0.720610, 5.000000
0.744397, 3.000000
