0.000000, 4.699771E-13, 4.709640E-12
0.099790, 2.393314E-10, 2.393630E-9
0.199581, 2.467391E-10, 7.423311E-11
0.299371, 2.704616E-10, 2.377232E-10
0.399162, 3.404420E-10, 7.012732E-10
0.498952, 4.561385E-10, 1.159395E-9
0.598743, 5.200701E-10, 6.406586E-10
0.698533, 6.138252E-10, 9.395193E-10
0.798324, 6.707568E-10, 5.705117E-10
0.898114, 6.771696E-10, 6.426263E-11
0.997904, 6.808923E-10, 3.730559E-11
1.097695, 6.827945E-10, 1.906196E-11
1.197485, 6.879779E-10, 5.194232E-11
1.297276, 7.011774E-10, 1.322721E-10
1.397066, 7.013369E-10, 1.598483E-12
1.496857, 7.074534E-10, 6.129383E-11
1.596647, 7.154234E-10, 7.986755E-11
1.696437, 7.261675E-10, 1.076668E-10
1.796228, 7.301177E-10, 3.958464E-11
1.896018, 7.376561E-10, 7.554271E-11
1.995809, 7.485973E-10, 1.096409E-10
2.095599, 7.706049E-10, 2.205382E-10
2.195390, 7.850109E-10, 1.443624E-10
2.295180, 8.059441E-10, 2.097717E-10
2.394971, 8.327038E-10, 2.681592E-10
2.494761, 8.374063E-10, 4.712336E-11
2.594551, 8.901934E-10, 5.289798E-10
2.694342, 9.620428E-10, 7.200027E-10
2.794132, 1.029784E-9, 6.788303E-10
2.893923, 1.050085E-9, 2.034383E-10
2.993713, 1.052702E-9, 2.623245E-11
3.093504, 1.055719E-9, 3.022695E-11
3.193294, 1.061681E-9, 5.975105E-11
3.293085, 1.077544E-9, 1.589603E-10
3.392875, 1.087262E-9, 9.738126E-11
3.492665, 1.090313E-9, 3.057567E-11
3.592456, 1.098187E-9, 7.890645E-11
3.692246, 1.113361E-9, 1.520555E-10
3.792037, 1.118939E-9, 5.590374E-11
3.891827, 1.137712E-9, 1.881172E-10
3.991618, 1.157994E-9, 2.032486E-10
4.091408, 1.158128E-9, 1.345799E-12
4.191198, 1.161703E-9, 3.581761E-11
4.290989, 1.162726E-9, 1.025675E-11
4.390779, 1.188248E-9, 2.557512E-10
4.490570, 1.221426E-9, 3.324814E-10
4.590360, 1.233397E-9, 1.199643E-10
4.690151, 1.237225E-9, 3.835878E-11
4.789941, 1.238745E-9, 1.523186E-11
4.889732, 1.241381E-9, 2.641215E-11
4.989522, 1.250080E-9, 8.717286E-11
5.089312, 1.256573E-9, 6.506478E-11
5.189103, 1.259147E-9, 2.580116E-11
5.288893, 1.275265E-9, 1.615182E-10
5.388684, 1.286902E-9, 1.166051E-10
5.488474, 1.296425E-9, 9.542999E-11
5.588265, 1.308218E-9, 1.181863E-10
5.688055, 1.361188E-9, 5.308079E-10
5.787846, 1.392061E-9, 3.093839E-10
5.887636, 1.408393E-9, 1.636611E-10
5.987426, 1.438759E-9, 3.042923E-10
6.087217, 1.452516E-9, 1.378650E-10
6.187007, 1.461933E-9, 9.436193E-11
6.286798, 1.462373E-9, 4.414347E-12
6.386588, 1.463601E-9, 1.230632E-11
6.486379, 1.467813E-9, 4.220178E-11
6.586169, 1.470777E-9, 2.970685E-11
6.685959, 1.483910E-9, 1.316043E-10
6.785750, 1.511739E-9, 2.788695E-10
6.885540, 1.513105E-9, 1.368989E-11
6.985331, 1.528990E-9, 1.591900E-10
7.085121, 1.541227E-9, 1.226224E-10
7.184912, 1.561173E-9, 1.998816E-10
7.284702, 1.577801E-9, 1.666253E-10
7.384493, 1.583524E-9, 5.735534E-11
7.484283, 1.591925E-9, 8.418458E-11
7.584073, 1.601715E-9, 9.810107E-11
7.683864, 1.609917E-9, 8.219451E-11
7.783654, 1.620576E-9, 1.068138E-10
7.883445, 1.633871E-9, 1.332359E-10
7.983235, 1.646433E-9, 1.258756E-10
8.083026, 1.647234E-9, 8.026126E-12
8.182816, 1.657425E-9, 1.021265E-10
8.282607, 1.659674E-9, 2.253472E-11
8.382397, 1.664748E-9, 5.085185E-11
8.482187, 1.666242E-9, 1.497218E-11
8.581978, 1.670419E-9, 4.185882E-11
8.681768, 1.689899E-9, 1.952050E-10
